"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"36","Donald Parham Jr. (LAC)","20","27","190","9.5","22","1","3","0","0","0","0","14","39.0","2.8","0.3%"
"37","Geoff Swaim (TEN)","31","40","210","6.8","26","2","3","0","0","0","0","16","39.0","2.4","0.1%"
"38","Hayden Hurst (CIN)","26","31","221","8.5","33","2","3","0","0","0","1","12","38.1","3.2","14.2%"
"39","Ryan Griffin (CHI)","27","42","261","9.7","29","4","2","0","0","0","0","14","38.1","2.7","0.1%"
"40","Jimmy Graham (FA)","14","23","167","11.9","28","2","3","0","0","0","0","11","36.7","3.3","0.0%"
"41","Josiah Deguara (GB)","25","33","245","9.8","62","6","2","0","0","0","0","14","36.5","2.6","0.1%"
"42","Adam Trautman (NO)","27","43","263","9.7","32","3","2","0","0","0","1","11","36.3","3.3","0.7%"
"43","Durham Smythe (MIA)","34","41","357","10.5","25","5","0","2","3","0","0","16","36.0","2.3","0.1%"
"44","Brevin Jordan (HOU)","20","28","178","8.9","27","2","3","0","0","0","0","8","35.8","4.5","2.0%"
"45","Logan Thomas (WAS)","18","25","196","10.9","35","3","3","0","0","0","1","5","35.6","7.1","5.7%"
"46","MyCole Pruitt (ATL)","14","19","145","10.4","22","2","3","0","0","0","0","13","34.5","2.7","0.0%"
"47","Kyle Rudolph (TB)","26","39","257","9.9","60","6","1","0","0","0","0","15","33.7","2.2","2.4%"
"48","Tommy Tremble (CAR)","20","35","180","9.0","30","2","1","3","11","1","0","15","33.1","2.2","0.9%"
"49","Robert Tonyan (GB)","18","29","204","11.3","33","5","2","0","0","0","0","8","32.4","4.1","17.8%"
"50","John Bates (WAS)","20","25","249","12.5","32","5","1","0","0","0","0","13","30.9","2.4","0.1%"
"51","Will Dissly (SEA)","21","26","231","11.0","39","6","1","0","0","0","0","13","29.1","2.2","0.1%"
"52","James O'Shaughnessy (FA)","24","34","244","10.2","30","6","0","0","0","0","0","7","26.4","3.8","0.0%"
"53","Maxx Williams (ARI)","16","17","193","12.1","34","4","1","0","0","0","0","5","25.3","5.1","0.0%"
"54","Brock Wright (DET)","12","17","117","9.8","36","3","2","0","0","0","0","8","23.7","3.0","0.0%"
"55","Tyler Kroft (SF)","16","25","173","10.8","26","3","1","0","0","0","0","9","23.3","2.6","0.0%"
"56","Stephen Anderson (ARI)","16","19","165","10.3","34","4","1","0","0","0","0","14","22.5","1.6","0.0%"
"57","Blake Jarwin (FA)","11","17","96","8.7","20","1","2","0","0","0","0","8","21.6","2.7","4.0%"
"58","Marcedes Lewis (GB)","23","28","214","9.3","23","3","0","0","0","0","0","13","21.4","1.6","0.1%"
"59","Eric Ebron (FA)","12","18","84","7.0","19","0","1","1","1","1","0","8","20.5","2.6","0.0%"
"60","O.J. Howard (HOU)","14","21","135","9.6","21","1","1","0","0","0","0","11","19.5","1.8","0.7%"
"61","Nick Vannett (NO)","9","15","133","14.8","30","3","1","0","0","0","0","7","19.3","2.8","0.0%"
"62","Ian Thomas (CAR)","18","30","188","10.4","41","5","0","0","0","0","0","14","18.8","1.3","0.1%"
"63","Jordan Akins (HOU)","24","33","214","8.9","31","2","0","1","3","0","2","12","17.7","1.5","0.0%"
"64","Zach Gentry (PIT)","19","25","167","8.8","25","2","0","0","0","0","0","10","16.7","1.7","0.1%"
"65","Pharaoh Brown (HOU)","23","34","171","7.4","29","2","0","0","0","0","1","13","15.1","1.2","0.1%"
"66","Jesper Horsted (LV)","2","3","21","10.5","19","0","2","0","0","0","0","4","14.1","3.5","0.0%"
"67","Chris Manhertz (JAC)","6","9","71","11.8","22","1","1","0","0","0","0","10","13.1","1.3","0.0%"
"68","Lee Smith (FA)","9","11","65","7.2","22","1","1","0","0","0","0","10","12.5","1.3","0.0%"
"69","Jesse James (CLE)","7","8","62","8.9","19","0","1","0","0","0","0","5","12.2","2.4","0.0%"
"70","Jacob Hollister (FA)","9","14","55","6.1","11","0","1","0","0","0","0","7","11.5","1.6","0.0%"
"71","Ross Dwelley (SF)","4","5","51","12.8","21","1","1","0","0","0","0","4","11.1","2.8","0.0%"
"72","Adam Shaheen (MIA)","12","16","110","9.2","21","1","0","0","0","0","0","9","11.0","1.2","0.0%"
"73","Eric Saubert (DEN)","8","12","47","5.9","11","0","1","0","0","0","0","10","10.7","1.1","0.0%"
"74","Antony Auclair (FA)","5","5","47","9.4","15","0","1","0","0","0","0","4","10.7","2.7","0.0%"
"75","Kylen Granson (IND)","11","15","106","9.6","27","1","0","0","0","0","0","10","10.6","1.1","0.1%"
"76","Tommy Sweeney (BUF)","9","12","44","4.9","13","0","1","0","0","0","0","7","10.4","1.5","0.1%"
"77","Chris Herndon IV (FA)","4","7","40","10.0","17","0","1","0","0","0","0","6","10.0","1.7","0.0%"
"78","Blake Bell (KC)","9","13","87","9.7","24","2","0","4","10","0","0","12","9.7","0.8","0.1%"
"79","Noah Gray (KC)","7","10","36","5.1","8","0","1","0","0","0","0","7","9.6","1.4","0.1%"
"80","Sean McKeon (DAL)","4","6","27","6.8","12","0","1","0","0","0","0","5","8.7","1.7","0.0%"
"81","Tyree Jackson (PHI)","3","7","22","7.3","13","0","1","0","0","0","0","3","8.2","2.7","0.0%"
"82","Drew Sample (CIN)","11","15","81","7.4","19","0","0","0","0","0","0","10","8.1","0.8","0.1%"
"83","Chris Myarick (NYG)","3","6","17","5.7","10","0","1","0","0","0","0","5","7.7","1.5","0.0%"
"84","Josh Oliver (BAL)","9","15","66","7.3","19","0","0","0","0","0","0","11","6.6","0.6","0.0%"
"85","Luke Farrell (JAC)","7","11","56","8.0","21","1","0","0","0","0","0","9","5.6","0.6","0.0%"
"86","Charlie Woerner (SF)","5","6","52","10.4","27","1","0","0","0","0","0","8","5.2","0.7","0.0%"
"87","Tre' McKitty (LAC)","6","8","45","7.5","12","0","0","0","0","0","0","6","4.5","0.8","0.1%"
"88","Darren Fells (FA)","4","5","43","10.8","24","1","0","0","0","0","0","3","4.3","1.4","0.0%"
"89","Parker Hesse (ATL)","5","6","43","8.6","17","0","0","0","0","0","0","4","4.3","1.1","0.0%"
"90","Garrett Griffin (DET)","4","4","39","9.8","14","0","0","0","0","0","0","5","3.9","0.8","0.0%"
"91","Kendall Blanton (KC)","4","7","37","9.3","23","1","0","0","0","0","0","4","3.7","0.9","0.0%"
"92","Kenny Yeboah (NYJ)","2","3","36","18.0","24","1","0","0","0","0","0","3","3.6","1.2","0.0%"
"93","Tyler Davis (GB)","4","5","35","8.8","22","1","0","0","0","0","0","8","3.5","0.4","0.0%"
"94","Trevon Wesco (CHI)","3","5","35","11.7","19","0","0","0","0","0","0","8","3.5","0.4","0.0%"
"95","Dominique Dafney (FA)","2","4","34","17.0","26","1","0","0","0","0","0","6","3.4","0.6","0.0%"
"96","Shane Zylstra (DET)","3","7","34","11.3","16","0","0","0","0","0","0","3","3.4","1.1","0.0%"
"97","Kaden Smith (FA)","3","3","33","11.0","21","1","0","0","0","0","0","4","3.3","0.8","0.0%"
"98","Colby Parkinson (SEA)","5","8","33","6.6","12","0","0","0","0","0","0","6","3.3","0.6","0.0%"
"99","Tommy Hudson (FA)","3","6","31","10.3","14","0","0","0","0","0","0","4","3.1","0.8","0.0%"
"100","Jeremy Sprinkle (FA)","3","3","31","10.3","11","0","0","0","0","0","0","6","3.1","0.5","0.0%"
"101","Daniel Brown (FA)","2","2","29","14.5","24","1","0","0","0","0","0","3","2.9","1.0","0.0%"
"102","Jack Stoll (PHI)","4","5","22","5.5","9","0","0","0","0","0","0","6","2.2","0.4","0.0%"
"103","Mitchell Wilcox (CIN)","3","5","16","5.3","8","0","0","0","0","0","0","4","1.6","0.4","0.0%"
"104","Cethan Carter (MIA)","2","2","16","8.0","8","0","0","0","0","0","0","8","1.6","0.2","0.0%"
"105","Derek Carrier (FA)","2","2","13","6.5","9","0","0","0","0","0","0","2","1.3","0.7","0.0%"
"106","Luke Stocker (FA)","2","2","12","6.0","7","0","0","0","0","0","0","6","1.2","0.2","0.0%"
"107","Richard Rodgers (LAC)","2","2","11","5.5","9","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"108","Demetrius Harris (FA)","3","6","10","3.3","7","0","0","0","0","0","0","10","1.0","0.1","0.0%"
"109","Brycen Hopkins (LAR)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"110","Johnny Mundt (MIN)","1","1","9","9.0","9","0","0","0","0","0","0","3","0.9","0.3","0.0%"
"111","Hunter Long (MIA)","1","3","8","8.0","8","0","0","0","0","0","0","3","0.8","0.3","0.0%"
"112","Ethan Wolf (FA)","2","2","8","4.0","4","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"113","Kevin Rader (TEN)","2","3","8","4.0","7","0","0","0","0","0","0","3","0.8","0.3","0.0%"
"114","Eric Tomlinson (DEN)","1","2","7","7.0","7","0","0","0","0","0","0","7","0.7","0.1","0.0%"
"115","Nick Boyle (BAL)","1","2","2","2.0","2","0","0","0","0","0","0","2","0.2","0.1","0.1%"
"116","Farrod Green (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Nick Bowers (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Codey McElroy (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"119","Feleipe Franks (ATL)","0","0","0","0","0","0","0","3","6","0","0","6","0.0","0.0","0.0%"
"120","Deon Yelder (FA)","1","1","0","0.0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"121","Tanner Hudson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jordan Franks (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Antonio Gandy-Golden (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"124","Jared Pinkney (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Devin Asiasi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Irv Smith Jr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.9%"
"129","Matt Sokol (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Matthew Orzech (LAR)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"131","Ian Bunting (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Jody Fortson (KC)","5","5","47","9.4","27","1","2","0","0","0","0","4","0.0","0.0","0.3%"
"133","Chase Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Reggie Gilliam (BUF)","3","5","23","7.7","8","0","0","3","3","0","0","8","0.0","0.0","0.0%"
"135","Giovanni Ricci (CAR)","0","2","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"136","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Rashod Berry (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","2.0%"
"138","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Dalton Keene (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Stephen Sullivan (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"141","J.J. Arcega-Whiteside (SEA)","2","5","36","18.0","23","1","0","0","0","0","0","7","0.0","0.0","0.1%"
"142","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Ben Ellefson (MIN)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"144","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Jeremy Ruckert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"146","Isaiah Likely (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8%"
"147","Austin Allen (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"149","Chigoziem Okonkwo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"150","Nikola Kalinic (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Gerrit Prince (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Briley Moore (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"156","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"157","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Cade Otton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"159","Sammis Reyes (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"160","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Ben Mason (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Dylan Soehner (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Nick Ralston (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Hunter Kampmoyer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Shaun Beyer (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Jake Hausmann (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Noah Grey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Daniel Bellinger (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"172","Jake Tonges (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Roger Carter Jr. (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Dylan Parham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Justin Rigg (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Jared Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Tucker Fisk (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","JJ Howland (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Leroy Watson (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Lucas Krull (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"186","Andrew Ogletree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"188","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Josh Babicz (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Curtis Hodges (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Jalen Wydermyer (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"193","Peyton Hendershot (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Trey McBride (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"195","Miller Forristall (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"196","Jake Ferguson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"197","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","J.P. Holtz (NO)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"213","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jeff Driskel (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Beau Brinkley (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"216","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"217","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"219","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"220","Colin Thompson (CAR)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"221","Taysom Hill (NO)","4","6","52","13.0","15","0","0","70","374","5","0","12","0.0","0.0","5.7%"
"222","Troy Fumagalli (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Darrell Daniels (FA)","1","4","0","0.0","0","0","0","0","0","0","0","10","0.0","0.0","0.0%"
"224","Mason Schreck (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Bug Howard (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Daniel Helm (FA)","1","2","-1","-1.0","0","0","0","0","0","0","0","3","-0.1","-0.0","0.0%"
""
""
